Scan Number,RAW File,Total Ion Current,Total Number of Peaks,Number of Channels,Frequency,Collision Energy,Retention Time (min),Mass Ranges,Precursor Intensity,Scan Description,AGC,Micro Scan Count,Ion Injection Time (ms),Elapsed Scan Time (sec),Activation Type,Mass Analyzer Type,Detector Type,Base Peak Mass,Average Scan by Inst,Orbitrap Resolution,API Process Delay,Dependency Type,Multi Inject Info,Base Peak Intensity,Master Scan Number,Monoisotopic M/Z,Charge State,HCD Energy,HCD Energy eV,MS2 Isolation Width,Access ID,Conversion Parameter I,Conversion Parameter A,Conversion Parameter B,Conversion Parameter C,Conversion Parameter D,Conversion Parameter E,Temperature Comp. (ppm),RF Comp. (ppm),Space Charge Comp. (ppm),Resolution Comp. (ppm),Number of LM Found,LM Correction (ppm),RawOvFtT,Injection t0,Reagent Ion Injection Time (ms),FAIMS Voltage On,FAIMS CV
1529,Ref 2,273073.5,3212,0,0.0,27.0,6.0497306,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7354@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,175.1188465,N/A,N/A,N/A,N/A,IT=80 ,31947.963,N/A,410.7354,2,27.00,19.962,1.60,N/A,N/A,N/A,211753914.5538,70201657.9932,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,37092.6,0.000,N/A,N/A,N/A
1531,Ref 2,69168.711,1456,0,0.0,27.0,6.0539035,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2746@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1126438,N/A,N/A,N/A,N/A,IT=80 ,12005.575,N/A,465.2746,2,27.00,22.612,1.60,N/A,N/A,N/A,211753919.6573,70201661.3738,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,15709.5,0.000,N/A,N/A,N/A
1557,Ref 2,71741.781,1216,0,0.0,27.0,6.1561091,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2820@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1129981,N/A,N/A,N/A,N/A,IT=80 ,15900.929,N/A,472.2820,2,27.00,22.953,1.60,N/A,N/A,N/A,211753920.0204,70201661.6120,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,14188.3,0.000,N/A,N/A,N/A
1589,Ref 2,49327.094,1416,0,0.0,27.0,6.2826478,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2906@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1124482,N/A,N/A,N/A,N/A,IT=80 ,8280.917,N/A,479.2906,2,27.00,23.294,1.60,N/A,N/A,N/A,211753920.2413,70201661.7616,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,13262.6,0.000,N/A,N/A,N/A
1650,Ref 2,107191.23,1708,0,0.0,27.0,6.5269337,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.7302@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,149.0233257,N/A,N/A,N/A,N/A,IT=80 ,33623.605,N/A,419.7302,2,27.00,20.399,1.60,N/A,N/A,N/A,211753919.5425,70201661.2976,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,16190.5,0.000,N/A,N/A,N/A
1655,Ref 2,422712.97,3064,0,0.0,27.0,6.5433836,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7140@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0714678,N/A,N/A,N/A,N/A,IT=80 ,116352.66,N/A,414.7140,2,27.00,20.155,1.60,N/A,N/A,N/A,211753910.5046,70201655.3019,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,54058.2,0.000,N/A,N/A,N/A
1658,Ref 2,300760.28,3164,0,0.0,27.0,6.5517419,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7352@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,410.7352542,N/A,N/A,N/A,N/A,IT=80 ,35928.754,N/A,410.7352,2,27.00,19.962,1.60,N/A,N/A,N/A,211753914.3587,70201657.8592,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,37909.9,0.000,N/A,N/A,N/A
1660,Ref 2,83991.148,1708,0,0.0,27.0,6.5559773,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2746@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.112646,N/A,N/A,N/A,N/A,IT=80 ,11819.043,N/A,465.2746,2,27.00,22.612,1.60,N/A,N/A,N/A,211753919.6990,70201661.3945,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,15534.9,0.000,N/A,N/A,N/A
1686,Ref 2,111656.67,1628,0,0.0,27.0,6.6576662,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2820@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1127087,N/A,N/A,N/A,N/A,IT=80 ,22219.889,N/A,472.2820,2,27.00,22.953,1.60,N/A,N/A,N/A,211753918.5937,70201660.6605,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,20165.9,0.000,N/A,N/A,N/A
1703,Ref 2,163097.69,1948,0,0.0,27.0,6.7226886,100.0-820.0,nan,FTMS + p NSI d Full ms2 393.7214@hcd27.00 [100.0000-820.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,149.0229493,N/A,N/A,N/A,N/A,IT=80 ,20418.244,N/A,393.7214,2,27.00,19.135,1.60,N/A,N/A,N/A,211753917.0427,70201659.6436,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,26664.4,0.000,N/A,N/A,N/A
1719,Ref 2,40519.07,1260,0,0.0,27.0,6.7840466,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2900@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1127473,N/A,N/A,N/A,N/A,IT=80 ,5852.7178,N/A,479.2900,2,27.00,23.293,1.60,N/A,N/A,N/A,211753920.3427,70201661.8298,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,12837.9,0.000,N/A,N/A,N/A
1746,Ref 2,131967.52,2272,0,0.0,27.0,6.8898438,100.0-760.0,nan,FTMS + p NSI d Full ms2 363.1641@hcd27.00 [100.0000-760.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,363.1953866,N/A,N/A,N/A,N/A,IT=80 ,13865.765,N/A,0.0000,2,27.00,17.650,1.60,N/A,N/A,N/A,211753918.5136,70201660.6166,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,19722.3,0.000,N/A,N/A,N/A
1781,Ref 2,118788.67,1740,0,0.0,27.0,7.0280512,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.7298@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,149.0231341,N/A,N/A,N/A,N/A,IT=80 ,40478.844,N/A,419.7298,2,27.00,20.399,1.60,N/A,N/A,N/A,211753918.6465,70201660.6954,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,19165.4,0.000,N/A,N/A,N/A
1786,Ref 2,230008.75,2284,0,0.0,27.0,7.0445469,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7141@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715225,N/A,N/A,N/A,N/A,IT=80 ,61653.238,N/A,414.7141,2,27.00,20.155,1.60,N/A,N/A,N/A,211753915.4019,70201658.5517,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,32759.9,0.000,N/A,N/A,N/A
1789,Ref 2,352290.69,3676,0,0.0,27.0,7.0529719,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7352@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,175.1188213,N/A,N/A,N/A,N/A,IT=80 ,38758.141,N/A,410.7352,2,27.00,19.962,1.60,N/A,N/A,N/A,211753912.6281,70201656.7133,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,44381.6,0.000,N/A,N/A,N/A
1790,Ref 2,367946.97,3288,0,0.0,27.0,7.0547865,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.7000@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.2373282,N/A,N/A,N/A,N/A,IT=80 ,56283.281,N/A,358.7000,2,27.00,17.433,1.60,N/A,N/A,N/A,211753912.5913,70201656.6803,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,44536.0,0.000,N/A,N/A,N/A
1792,Ref 2,95974.82,1724,0,0.0,27.0,7.0587572,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2743@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1129204,N/A,N/A,N/A,N/A,IT=80 ,14288.948,N/A,465.2743,2,27.00,22.612,1.60,N/A,N/A,N/A,211753919.1093,70201661.0049,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,17226.2,0.000,N/A,N/A,N/A
1818,Ref 2,132107.09,1604,0,0.0,27.0,7.1602649,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2824@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1127117,N/A,N/A,N/A,N/A,IT=80 ,28299.98,N/A,472.2824,2,27.00,22.953,1.60,N/A,N/A,N/A,211753917.6393,70201660.0355,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,23385.4,0.000,N/A,N/A,N/A
1837,Ref 2,161158.53,1940,0,0.0,27.0,7.2335998,100.0-820.0,nan,FTMS + p NSI d Full ms2 393.7214@hcd27.00 [100.0000-820.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,149.0232294,N/A,N/A,N/A,N/A,IT=80 ,19310.723,N/A,393.7214,2,27.00,19.135,1.60,N/A,N/A,N/A,211753916.9189,70201659.5644,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,26403.9,0.000,N/A,N/A,N/A
1843,Ref 2,482843.34,3916,0,0.0,27.0,7.2540601,100.0-780.0,nan,FTMS + p NSI d Full ms2 373.2031@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1127273,N/A,N/A,N/A,N/A,IT=80 ,42956.277,N/A,373.2025,2,27.00,18.138,1.60,N/A,N/A,N/A,211753909.5019,70201654.6297,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,57479.9,0.000,N/A,N/A,N/A
1852,Ref 2,45450.242,1276,0,0.0,27.0,7.2866682,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2906@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1123845,N/A,N/A,N/A,N/A,IT=80 ,6989.3916,N/A,479.2906,2,27.00,23.294,1.60,N/A,N/A,N/A,211753920.6495,70201662.0321,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,10773.1,0.000,N/A,N/A,N/A
1880,Ref 2,129121.61,2212,0,0.0,27.0,7.3963529,100.0-760.0,nan,FTMS + p NSI d Full ms2 363.1642@hcd27.00 [100.0000-760.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0756425,N/A,N/A,N/A,N/A,IT=80 ,12948.217,N/A,363.1642,2,27.00,17.650,1.60,N/A,N/A,N/A,211753918.2823,70201660.4672,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,20691.1,0.000,N/A,N/A,N/A
1891,Ref 2,35708.102,1168,0,0.0,27.0,7.4389506,100.0-1015.0,nan,FTMS + p NSI d Full ms2 487.2329@hcd27.00 [100.0000-1015.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1020711,N/A,N/A,N/A,N/A,IT=80 ,5639.3188,N/A,487.2330,2,27.00,23.680,1.60,N/A,N/A,N/A,211753921.0593,70201662.3067,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,9056.0,0.000,N/A,N/A,N/A
1913,Ref 2,61565.477,1448,0,0.0,27.0,7.5247666,100.0-940.0,nan,FTMS + p NSI d Full ms2 452.2302@hcd27.00 [100.0000-940.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1021676,N/A,N/A,N/A,N/A,IT=80 ,9131.4521,N/A,0.0000,2,27.00,21.978,1.60,N/A,N/A,N/A,211753920.1977,70201661.7332,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,12666.2,0.000,N/A,N/A,N/A
1919,Ref 2,117268.02,1644,0,0.0,27.0,7.5451936,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.7298@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,149.0232811,N/A,N/A,N/A,N/A,IT=80 ,38655.043,N/A,419.7298,2,27.00,20.399,1.60,N/A,N/A,N/A,211753918.8467,70201660.8311,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,18326.6,0.000,N/A,N/A,N/A
1921,Ref 2,185601.94,2092,0,0.0,27.0,7.5493269,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7140@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715058,N/A,N/A,N/A,N/A,IT=80 ,49968.414,N/A,414.7140,2,27.00,20.155,1.60,N/A,N/A,N/A,211753916.9686,70201659.5912,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,26195.6,0.000,N/A,N/A,N/A
1924,Ref 2,352006.03,3600,0,0.0,27.0,7.5576873,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7351@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,410.7348219,N/A,N/A,N/A,N/A,IT=80 ,40241.363,N/A,410.7351,2,27.00,19.962,1.60,N/A,N/A,N/A,211753913.4203,70201657.2429,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,41062.6,0.000,N/A,N/A,N/A
1926,Ref 2,85927.219,1644,0,0.0,27.0,7.5620414,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2745@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1123732,N/A,N/A,N/A,N/A,IT=80 ,11308.029,N/A,465.2745,2,27.00,22.612,1.60,N/A,N/A,N/A,211753918.7436,70201660.7761,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,18758.6,0.000,N/A,N/A,N/A
1927,Ref 2,381307.91,3484,0,0.0,27.0,7.5641643,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.7001@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.2363152,N/A,N/A,N/A,N/A,IT=80 ,43949.262,N/A,358.7001,2,27.00,17.433,1.60,N/A,N/A,N/A,211753912.0311,70201656.3212,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,46883.0,0.000,N/A,N/A,N/A
1952,Ref 2,145490.2,1796,0,0.0,27.0,7.6611241,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2820@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.112857,N/A,N/A,N/A,N/A,IT=80 ,27398.836,N/A,472.2820,2,27.00,22.953,1.60,N/A,N/A,N/A,211753917.5264,70201659.9634,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,23858.3,0.000,N/A,N/A,N/A
1972,Ref 2,173209.3,2048,0,0.0,27.0,7.7381777,100.0-820.0,nan,FTMS + p NSI d Full ms2 393.7212@hcd27.00 [100.0000-820.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1021989,N/A,N/A,N/A,N/A,IT=80 ,21754.67,N/A,393.7212,2,27.00,19.135,1.60,N/A,N/A,N/A,211753916.9918,70201659.5989,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,26098.5,0.000,N/A,N/A,N/A
1978,Ref 2,522181.16,4184,0,0.0,27.0,7.758563,100.0-780.0,nan,FTMS + p NSI d Full ms2 373.2034@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1022192,N/A,N/A,N/A,N/A,IT=80 ,50679.801,N/A,0.0000,2,27.00,18.138,1.60,N/A,N/A,N/A,211753908.7638,70201654.1457,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,60572.6,0.000,N/A,N/A,N/A
1987,Ref 2,56349.641,1472,0,0.0,27.0,7.7912899,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2898@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1124379,N/A,N/A,N/A,N/A,IT=80 ,8379.9619,N/A,479.2898,2,27.00,23.293,1.60,N/A,N/A,N/A,211753919.5193,70201661.2829,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,15508.5,0.000,N/A,N/A,N/A
2015,Ref 2,127620.67,2016,0,0.0,27.0,7.900712,100.0-760.0,nan,FTMS + p NSI d Full ms2 363.1647@hcd27.00 [100.0000-760.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0758215,N/A,N/A,N/A,N/A,IT=80 ,13478.739,N/A,363.1647,2,27.00,17.650,1.60,N/A,N/A,N/A,211753917.5338,70201659.9555,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,23535.2,0.000,N/A,N/A,N/A
2029,Ref 2,45064.242,1240,0,0.0,27.0,7.9535033,100.0-1015.0,nan,FTMS + p NSI d Full ms2 487.2329@hcd27.00 [100.0000-1015.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,487.2954194,N/A,N/A,N/A,N/A,IT=80 ,6657.4834,N/A,0.0000,2,27.00,23.680,1.60,N/A,N/A,N/A,211753920.6703,70201662.0459,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,10393.7,0.000,N/A,N/A,N/A
2048,Ref 2,52973.766,1064,0,0.0,27.0,8.0267091,100.0-940.0,nan,FTMS + p NSI d Full ms2 452.2304@hcd27.00 [100.0000-940.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1019266,N/A,N/A,N/A,N/A,IT=80 ,13579.574,N/A,452.2304,2,27.00,21.978,1.60,N/A,N/A,N/A,211753919.7166,70201661.4142,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,14389.5,0.000,N/A,N/A,N/A
2055,Ref 2,165676.73,1992,0,0.0,27.0,8.0509839,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7138@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715341,N/A,N/A,N/A,N/A,IT=80 ,37382.727,N/A,414.7138,2,27.00,20.155,1.60,N/A,N/A,N/A,211753917.2255,70201659.7666,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,24826.9,0.000,N/A,N/A,N/A
2056,Ref 2,87304.352,1476,0,0.0,27.0,8.0530652,100.0-875.0,nan,FTMS + p NSI d Full ms2 419.7299@hcd27.00 [100.0000-875.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,149.0232621,N/A,N/A,N/A,N/A,IT=80 ,30927.502,N/A,419.7299,2,27.00,20.399,1.60,N/A,N/A,N/A,211753919.3535,70201661.1759,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,15911.0,0.000,N/A,N/A,N/A
2059,Ref 2,355251.34,3612,0,0.0,27.0,8.0609526,100.0-855.0,nan,FTMS + p NSI d Full ms2 410.7351@hcd27.00 [100.0000-855.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,175.1189376,N/A,N/A,N/A,N/A,IT=80 ,40355.324,N/A,410.7351,2,27.00,19.962,1.60,N/A,N/A,N/A,211753912.5301,70201656.6496,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,44500.2,0.000,N/A,N/A,N/A
2061,Ref 2,111569.09,2116,0,0.0,27.0,8.0651422,100.0-970.0,nan,FTMS + p NSI d Full ms2 465.2744@hcd27.00 [100.0000-970.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1127754,N/A,N/A,N/A,N/A,IT=80 ,14630.929,N/A,465.2744,2,27.00,22.612,1.60,N/A,N/A,N/A,211753918.9544,70201660.8980,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,17583.0,0.000,N/A,N/A,N/A
2063,Ref 2,382998.94,3236,0,0.0,27.0,8.0694776,100.0-750.0,nan,FTMS + p NSI d Full ms2 358.7000@hcd27.00 [100.0000-750.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,359.2385154,N/A,N/A,N/A,N/A,IT=80 ,50542.125,N/A,358.7000,2,27.00,17.433,1.60,N/A,N/A,N/A,211753911.9194,70201656.2356,N/A,N/A,-4.91,-0.08,-0.03,0.04,0,N/A,47058.6,0.000,N/A,N/A,N/A
2087,Ref 2,191746.38,2184,0,0.0,27.0,8.1627978,100.0-985.0,nan,FTMS + p NSI d Full ms2 472.2823@hcd27.00 [100.0000-985.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1126627,N/A,N/A,N/A,N/A,IT=80 ,34564.938,N/A,472.2822,2,27.00,22.953,1.60,N/A,N/A,N/A,211753916.5703,70201659.3274,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,27572.1,0.000,N/A,N/A,N/A
2088,Ref 2,61915.273,1304,0,0.0,27.0,8.1648854,100.0-765.0,nan,FTMS + p NSI d Full ms2 366.6981@hcd27.00 [100.0000-765.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1022905,N/A,N/A,N/A,N/A,IT=80 ,10811.294,N/A,366.6981,2,27.00,17.822,1.60,N/A,N/A,N/A,211753919.9389,70201661.5573,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,13458.1,0.000,N/A,N/A,N/A
2105,Ref 2,64322.055,1588,0,0.0,27.0,8.229514,100.0-795.0,nan,FTMS + p NSI d Full ms2 380.2089@hcd27.00 [100.0000-795.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,173.1286775,N/A,N/A,N/A,N/A,IT=80 ,9401.1377,N/A,0.0000,2,27.00,18.478,1.60,N/A,N/A,N/A,211753919.7869,70201661.4549,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,14095.1,0.000,N/A,N/A,N/A
2109,Ref 2,211624.59,2424,0,0.0,27.0,8.2417931,100.0-820.0,nan,FTMS + p NSI d Full ms2 393.7211@hcd27.00 [100.0000-820.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1022214,N/A,N/A,N/A,N/A,IT=80 ,28839.848,N/A,393.7211,2,27.00,19.135,1.60,N/A,N/A,N/A,211753915.6389,70201658.7135,N/A,N/A,-4.91,-0.08,-0.02,0.04,0,N/A,31474.4,0.000,N/A,N/A,N/A
2115,Ref 2,576342.0,4464,0,0.0,27.0,8.2622013,100.0-780.0,nan,FTMS + p NSI d Full ms2 373.2030@hcd27.00 [100.0000-780.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.112725,N/A,N/A,N/A,N/A,IT=80 ,46138.844,N/A,373.2032,2,27.00,18.138,1.60,N/A,N/A,N/A,211753907.3004,70201653.1786,N/A,N/A,-4.91,-0.08,-0.04,0.04,0,N/A,66412.0,0.000,N/A,N/A,N/A
2124,Ref 2,59185.203,1520,0,0.0,27.0,8.2947637,100.0-995.0,nan,FTMS + p NSI d Full ms2 479.2903@hcd27.00 [100.0000-995.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,147.1126709,N/A,N/A,N/A,N/A,IT=80 ,8954.9551,N/A,479.2902,2,27.00,23.294,1.60,N/A,N/A,N/A,211753919.9851,70201661.5899,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,13264.4,0.000,N/A,N/A,N/A
2152,Ref 2,135093.25,2212,0,0.0,27.0,8.4037378,100.0-760.0,nan,FTMS + p NSI d Full ms2 363.1646@hcd27.00 [100.0000-760.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,136.0752748,N/A,N/A,N/A,N/A,IT=80 ,16146.308,N/A,0.0000,2,27.00,17.650,1.60,N/A,N/A,N/A,211753918.8045,70201660.8102,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,18211.0,0.000,N/A,N/A,N/A
2167,Ref 2,48325.906,1332,0,0.0,27.0,8.4604437,100.0-1015.0,nan,FTMS + p NSI d Full ms2 487.2331@hcd27.00 [100.0000-1015.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1019935,N/A,N/A,N/A,N/A,IT=80 ,6818.3291,N/A,0.0000,2,27.00,23.680,1.60,N/A,N/A,N/A,211753919.9294,70201661.5541,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,13498.1,0.000,N/A,N/A,N/A
2185,Ref 2,83058.445,1472,0,0.0,27.0,8.5291912,100.0-940.0,nan,FTMS + p NSI d Full ms2 452.2304@hcd27.00 [100.0000-940.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,129.1020847,N/A,N/A,N/A,N/A,IT=80 ,15869.238,N/A,452.2304,2,27.00,21.978,1.60,N/A,N/A,N/A,211753919.0381,70201660.9570,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,17232.3,0.000,N/A,N/A,N/A
2192,Ref 2,144217.25,1872,0,0.0,27.0,8.5538389,100.0-865.0,nan,FTMS + p NSI d Full ms2 414.7138@hcd27.00 [100.0000-865.0000],On,1,80.000,N/A,HigherEnergyCollisionalDissociation,MassAnalyzerFTMS,Any,110.0715274,N/A,N/A,N/A,N/A,IT=80 ,32334.338,N/A,414.7138,2,27.00,20.155,1.60,N/A,N/A,N/A,211753918.3450,70201660.4949,N/A,N/A,-4.91,-0.08,-0.01,0.04,0,N/A,20136.5,0.000,N/A,N/A,N/A
